,title,price,link
193,HP Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1083AU Thin and Light Laptop,"₹56,990",/hp-ryzen-7-octa-core-5700u-8-gb-512-gb-ssd-windows-10-home-14s-fq1083au-thin-light-laptop/p/itm261755e4f25dc?pid=COMG89QW8HCXAYTY&lid=LSTCOMG89QW8HCXAYTYZQZFZU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_194&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMG89QW8HCXAYTY.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
194,HP 14s Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s-ef1000tu Thin and Light Laptop,"₹43,390",/hp-14s-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14s-ef1000tu-thin-light-laptop/p/itmb67abcc2c5e5d?pid=COMG9G3QNXJNB5HC&lid=LSTCOMG9G3QNXJNB5HCKAQYTT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_195&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMG9G3QNXJNB5HC.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
195,Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹69,790",/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmaef9651a2d565?pid=COMGBNFUWPH6F56F&lid=LSTCOMGBNFUWPH6F56FFITSNG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_196&otracker=search&fm=organic&iid=en_FamXpjha7tv3QzJR6S3Xlk5HnlX%2FneaGgE5lUb4dpmjQXK2Qbq9ZC9k%2By0BQco2stK5%2FWU7aSF0Am%2FU6r%2Bf2tA%3D%3D&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
196,ASUS Core i3 10th Gen - (4 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) X515JA-EJ372TS Thin and Light...,"₹34,990",/asus-core-i3-10th-gen-4-gb-32-optane-512-ssd-windows-10-home-x515ja-ej372ts-thin-light-laptop/p/itm762afcba86844?pid=COMG4NWB3XBJKPZ8&lid=LSTCOMG4NWB3XBJKPZ8D9VIVE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_197&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMG4NWB3XBJKPZ8.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
197,Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Lap...,"₹32,990",/nokia-purebook-s14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-nki510tl85s-thin-light-laptop/p/itm06dba6873314f?pid=COMG3HHRYHGTFGCF&lid=LSTCOMG3HHRYHGTFGCFJX9NYF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_198&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMG3HHRYHGTFGCF.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
198,HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3517TU Thin and Light Laptop,"₹52,990",/hp-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-du3517tu-thin-light-laptop/p/itmbc61a81389b4d?pid=COMGA3HWJVQDZYGQ&lid=LSTCOMGA3HWJVQDZYGQDI0NIV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_199&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMGA3HWJVQDZYGQ.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
199,ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,"₹74,499",/asus-vivobook-s14-oled-2022-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km502ws-thin-light-laptop/p/itmf9337acb97e70?pid=COMGCG2GXGJGEYUW&lid=LSTCOMGCG2GXGJGEYUWRRY93K&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_200&otracker=search&fm=organic&iid=en_FamXpjha7tv3QzJR6S3Xlk5HnlX%2FneaGgE5lUb4dpmhzXruonG6lj9CbEGzKU0iiKjfnWMqpzjf6J6rzn2%2FIaw%3D%3D&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
200,Lenovo IdeaPad 3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 81WB010XIN||81WB0112IN||81WB0158...,"₹35,490",/lenovo-ideapad-3-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-81wb010xin-81wb0112in-81wb0158in-thin-light-laptop/p/itmd51b4c7b23f16?pid=COMG4WZ7FBP4SDAA&lid=LSTCOMG4WZ7FBP4SDAAIAEMAS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_201&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMG4WZ7FBP4SDAA.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
201,Lenovo IdeaPad 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop,"₹54,490",/lenovo-ideapad-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-15itl6-thin-light-laptop/p/itm019d07e14a431?pid=COMG6AKVCAGQZBW8&lid=LSTCOMG6AKVCAGQZBW8AV9128&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_202&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMG6AKVCAGQZBW8.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
202,HP Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq5010TU Thin and Light Laptop,"₹57,889",/hp-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fq5010tu-thin-light-laptop/p/itm785e2f56cb9e1?pid=COMGEG3ZCAGPJDYG&lid=LSTCOMGEG3ZCAGPJDYGHIGMU9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_203&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMGEG3ZCAGPJDYG.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
203,Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹54,590",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4R8HGNOR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_204&otracker=search&fm=organic&iid=en_FamXpjha7tv3QzJR6S3Xlk5HnlX%2FneaGgE5lUb4dpmjX5UXwUU%2FidULURCMTML5t4Jx72fYY%2BJZsgRtCBJeWXA%3D%3D&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
204,APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK193HN/A,"₹2,40,990",/apple-2021-macbook-pro-m1-16-gb-1-tb-ssd-mac-os-monterey-mk193hn-a/p/itmac98e5071f1b4?pid=COMG7X7HZBSGGDUF&lid=LSTCOMG7X7HZBSGGDUFTFFHNR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_205&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMG7X7HZBSGGDUF.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
205,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹74,990",/lenovo-ideapad-gaming-3-ryzen-7-octa-core-5800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-82k201y8in-82k201ukin-laptop/p/itm860ada429bdd3?pid=COMGGMRSDDRGKFGU&lid=LSTCOMGGMRSDDRGKFGUT5XTRV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_206&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMGGMRSDDRGKFGU.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
206,ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC311WS 2 in 1 Lapt...,"₹49,990",/asus-vivobook-flip-14-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-tp470ea-ec311ws-2-1-laptop/p/itm3f58141dd908b?pid=COMGARNU6AZYVZUZ&lid=LSTCOMGARNU6AZYVZUZEGCBMF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_207&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMGARNU6AZYVZUZ.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
207,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,"₹48,590",/lenovo-ideapad-3-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15alc6-thin-light-laptop/p/itm790def6ef6b6f?pid=COMG9VHHF6HVJPP9&lid=LSTCOMG9VHHF6HVJPP92OZVPB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_208&otracker=search&fm=organic&iid=en_FamXpjha7tv3QzJR6S3Xlk5HnlX%2FneaGgE5lUb4dpmgEDEnDshjMeszjctRPr21LRD4IpxWVAUgu0dy9qDuxcA%3D%3D&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
208,ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC511WS 2 in 1 Lapt...,"₹63,990",/asus-vivobook-flip-14-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-tp470ea-ec511ws-2-1-laptop/p/itm2188ce7ae1ae5?pid=COMGARNUGR7DDF2S&lid=LSTCOMGARNUGR7DDF2SGCVWLQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_209&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMGARNUGR7DDF2S.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
209,ASUS VivoBook 14 (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EB311WS Thin and ...,"₹47,990",/asus-vivobook-14-2022-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-x1402za-eb311ws-thin-light-laptop/p/itm3a740df68f917?pid=COMGCG2GEQJHJEGH&lid=LSTCOMGCG2GEQJHJEGHTMSCZJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_210&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMGCG2GEQJHJEGH.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
210,APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,"₹1,19,900",/apple-2022-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mly13hn-a/p/itmc4339d2e58810?pid=COMGFB2GBKDVYBDD&lid=LSTCOMGFB2GBKDVYBDDLKF8WC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_211&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMGFB2GBKDVYBDD.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
211,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹68,999",/lenovo-ideapad-gaming-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-82k10168in-82k101g1in-82k101eein-82k10199in-laptop/p/itmd3af30bc7112f?pid=COMGBNFUHREA8EJN&lid=LSTCOMGBNFUHREA8EJNQUCC10&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_212&otracker=search&fm=organic&iid=en_FamXpjha7tv3QzJR6S3Xlk5HnlX%2FneaGgE5lUb4dpmjTsoeT3RMDW%2Fo4AQqsrGlNcRe85G8DPL7dNHZivc46vQ%3D%3D&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
212,ASUS Vivobook Flip 14 (2022) Touch Panel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP3402ZA...,"₹74,990",/asus-vivobook-flip-14-2022-touch-panel-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-tp3402za-lz501ws-2-1-laptop/p/itm582dbe4236fbb?pid=COMGGBGRGYT9MNXV&lid=LSTCOMGGBGRGYT9MNXVKXCAPT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_213&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMGGBGRGYT9MNXV.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
213,HP Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5112TU Thin and Light Laptop,"₹61,880",/hp-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-15s-fq5112tu-thin-light-laptop/p/itm67dcbfa87df66?pid=COMGG63HWNMXZKDF&lid=LSTCOMGG63HWNMXZKDFDK5U2G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_214&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMGG63HWNMXZKDF.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
214,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,"₹36,690",/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm4f371fbeb2fd6?pid=COMG9NYDXVEFGPSG&lid=LSTCOMG9NYDXVEFGPSGIMQIWE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_215&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMG9NYDXVEFGPSG.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
215,ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core 5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) KM5...,"₹63,990",/asus-vivobook-k15-oled-2022-ryzen-5-hexa-core-5500u-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-km513ua-l502ws-thin-light-laptop/p/itmbe79f1096e453?pid=COMG87FFPDWUZAKE&lid=LSTCOMG87FFPDWUZAKEIKWIHF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_216&otracker=search&fm=organic&iid=133877a3-b8a4-49d5-b3a4-c057b8051a22.COMG87FFPDWUZAKE.SEARCH&ppt=None&ppn=None&ssid=9c8fz3b3w00000001663399566780&qH=c06ea84a1e3dc3c6
216,"DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510, X9K0T Thin and ...","₹41,790",/dell-vostro-core-i3-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3510-x9k0t-thin-light-laptop/p/itmdb0953094ba84?pid=COMGBP5FEFEWGNZZ&lid=LSTCOMGBP5FEFEWGNZZAMVCPR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_217&otracker=search&fm=organic&iid=ee61c676-a856-4f71-8359-1dc3ec334a42.COMGBP5FEFEWGNZZ.SEARCH&ppt=None&ppn=None&ssid=abc3h6urao0000001663399568282&qH=c06ea84a1e3dc3c6
217,HP G8 Ryzen 5 Hexa Core 5500U 5th Gen - (8 GB/512 GB SSD/Windows 11 Home) 62Y30PA Laptop,"₹45,500",/hp-g8-ryzen-5-hexa-core-5500u-5th-gen-8-gb-512-gb-ssd-windows-11-home-62y30pa-laptop/p/itm7b20388ddea3a?pid=COMGGHDBUT6BERRN&lid=LSTCOMGGHDBUT6BERRNWOECZV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_218&otracker=search&fm=organic&iid=ee61c676-a856-4f71-8359-1dc3ec334a42.COMGGHDBUT6BERRN.SEARCH&ppt=None&ppn=None&ssid=abc3h6urao0000001663399568282&qH=c06ea84a1e3dc3c6
218,DELL Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3420 Notebook,"₹39,490",/dell-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-vostro-3420-notebook/p/itm148beffe7300e?pid=COMGFPEHZGNAGD3F&lid=LSTCOMGFPEHZGNAGD3FIKF36S&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_219&otracker=search&fm=organic&iid=ee61c676-a856-4f71-8359-1dc3ec334a42.COMGFPEHZGNAGD3F.SEARCH&ppt=None&ppn=None&ssid=abc3h6urao0000001663399568282&qH=c06ea84a1e3dc3c6
219,Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹69,790",/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmaef9651a2d565?pid=COMGBNFUWPH6F56F&lid=LSTCOMGBNFUWPH6F56FFITSNG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_220&otracker=search&fm=organic&iid=en_ZKEkElGD%2Byw2nsyIzZznxvwMjK78nrISCndEMbhkoz%2BSYcfgktgd0z7D5gZljdH4tK5%2FWU7aSF0Am%2FU6r%2Bf2tA%3D%3D&ppt=None&ppn=None&ssid=abc3h6urao0000001663399568282&qH=c06ea84a1e3dc3c6
220,DELL Vostro Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) Vostro 3400 Thin and Light Laptop,"₹55,990",/dell-vostro-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-3400-thin-light-laptop/p/itmf61c5116d51c7?pid=COMG666GDF86HEWY&lid=LSTCOMG666GDF86HEWYMNXQAJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_221&otracker=search&fm=organic&iid=ee61c676-a856-4f71-8359-1dc3ec334a42.COMG666GDF86HEWY.SEARCH&ppt=None&ppn=None&ssid=abc3h6urao0000001663399568282&qH=c06ea84a1e3dc3c6
221,HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-EG2009TU Thin and Light Laptop,"₹65,990",/hp-pavilion-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-15-eg2009tu-thin-light-laptop/p/itmd80e24767d4c5?pid=COMGCRYGGMZFNSPZ&lid=LSTCOMGCRYGGMZFNSPZ22E7XE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_222&otracker=search&fm=organic&iid=ee61c676-a856-4f71-8359-1dc3ec334a42.COMGCRYGGMZFNSPZ.SEARCH&ppt=None&ppn=None&ssid=abc3h6urao0000001663399568282&qH=c06ea84a1e3dc3c6
222,Lenovo IdeaPad 3 Celeron Dual Core 4th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IGL05 Thin and Light ...,"₹27,990",/lenovo-ideapad-3-celeron-dual-core-4th-gen-4-gb-256-gb-ssd-windows-11-home-14igl05-thin-light-laptop/p/itm4d62502cabd77?pid=COMG72M9XXDCHEQZ&lid=LSTCOMG72M9XXDCHEQZEEJKYU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_223&otracker=search&fm=organic&iid=ee61c676-a856-4f71-8359-1dc3ec334a42.COMG72M9XXDCHEQZ.SEARCH&ppt=None&ppn=None&ssid=abc3h6urao0000001663399568282&qH=c06ea84a1e3dc3c6
223,ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,"₹74,499",/asus-vivobook-s14-oled-2022-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km502ws-thin-light-laptop/p/itmf9337acb97e70?pid=COMGCG2GXGJGEYUW&lid=LSTCOMGCG2GXGJGEYUWRRY93K&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_224&otracker=search&fm=organic&iid=en_ZKEkElGD%2Byw2nsyIzZznxvwMjK78nrISCndEMbhkoz%2BxL7O1w5tF5GMKRZy2XzhzKjfnWMqpzjf6J6rzn2%2FIaw%3D%3D&ppt=None&ppn=None&ssid=abc3h6urao0000001663399568282&qH=c06ea84a1e3dc3c6
224,ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) U...,"₹79,990",/asus-zenbook-flip-13-oled-touch-panel-intel-evo-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-ux363ea-hp502ws-2-1-laptop/p/itm562b2817ed484?pid=COMG96ZHMRDB9N8Z&lid=LSTCOMG96ZHMRDB9N8ZUWQWG5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_225&otracker=search&fm=organic&iid=ee61c676-a856-4f71-8359-1dc3ec334a42.COMG96ZHMRDB9N8Z.SEARCH&ppt=None&ppn=None&ssid=abc3h6urao0000001663399568282&qH=c06ea84a1e3dc3c6
225,HP Pavilion x360 Convertible Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0207TU Thin and...,"₹53,100",/hp-pavilion-x360-convertible-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14-dy0207tu-thin-light-laptop/p/itm787c743bd98ef?pid=COMGCNDPVSPNGDYQ&lid=LSTCOMGCNDPVSPNGDYQURUFKC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_226&otracker=search&fm=organic&iid=ee61c676-a856-4f71-8359-1dc3ec334a42.COMGCNDPVSPNGDYQ.SEARCH&ppt=None&ppn=None&ssid=abc3h6urao0000001663399568282&qH=c06ea84a1e3dc3c6
226,DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop,"₹42,090",/dell-vostro-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-3400-thin-light-laptop/p/itme6d2c212a9877?pid=COMG9NYDYEH382TD&lid=LSTCOMG9NYDYEH382TDR8YS6R&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_227&otracker=search&fm=organic&iid=ee61c676-a856-4f71-8359-1dc3ec334a42.COMG9NYDYEH382TD.SEARCH&ppt=None&ppn=None&ssid=abc3h6urao0000001663399568282&qH=c06ea84a1e3dc3c6
227,Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹54,590",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4R8HGNOR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_228&otracker=search&fm=organic&iid=en_ZKEkElGD%2Byw2nsyIzZznxvwMjK78nrISCndEMbhkoz%2F3x%2B0iZTfm3QBB%2B%2Bmjdptlck3d4PEFBpcJrBfGKQ27lA%3D%3D&ppt=None&ppn=None&ssid=abc3h6urao0000001663399568282&qH=c06ea84a1e3dc3c6
228,ASUS Core i5 10th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) X515JA-EJ562TS Thin and Light...,"₹45,990",/asus-core-i5-10th-gen-8-gb-32-optane-512-ssd-windows-10-home-x515ja-ej562ts-thin-light-laptop/p/itmaeb326f3aebae?pid=COMG4NWBKRFZ5VFK&lid=LSTCOMG4NWBKRFZ5VFKLJDR3T&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_229&otracker=search&fm=organic&iid=ee61c676-a856-4f71-8359-1dc3ec334a42.COMG4NWBKRFZ5VFK.SEARCH&ppt=None&ppn=None&ssid=abc3h6urao0000001663399568282&qH=c06ea84a1e3dc3c6
229,APPLE 2020 Macbook Pro M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MYD92HN/A,"₹1,32,990",/apple-2020-macbook-pro-m1-8-gb-512-gb-ssd-mac-os-big-sur-myd92hn-a/p/itmbe44ce71a4225?pid=COMFXEKMBJNDSE6N&lid=LSTCOMFXEKMBJNDSE6NSZTMA0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_230&otracker=search&fm=organic&iid=ee61c676-a856-4f71-8359-1dc3ec334a42.COMFXEKMBJNDSE6N.SEARCH&ppt=None&ppn=None&ssid=abc3h6urao0000001663399568282&qH=c06ea84a1e3dc3c6
230,ASUS VivoBook 15 (2022) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and L...,"₹33,890",/asus-vivobook-15-2022-core-i3-11th-gen-4-gb-256-gb-ssd-windows-10-home-x515ea-ej302ts-thin-light-laptop/p/itm8f1295ecb07ca?pid=COMG6AG739SSHNMH&lid=LSTCOMG6AG739SSHNMHUX9IQD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_231&otracker=search&fm=organic&iid=ee61c676-a856-4f71-8359-1dc3ec334a42.COMG6AG739SSHNMH.SEARCH&ppt=None&ppn=None&ssid=abc3h6urao0000001663399568282&qH=c06ea84a1e3dc3c6
